0
0,0296956338470714
0,0593650753978979
0,0889821554584985
0,118520751019045
0,147954808295011
0,177258365707271
0,206405576780859
0,235370732942216
0,264128286194796
0,292652871653042
0,320919329914854
0,348902729252812
0,376578387604592
0,403921894343162
0,430909131807569
0,457516296575325
0,483719920457626
0,50949689119888
0,5348244728623
0,559680325883575
0,584042526774927
0,607889587462174
0,631200474237759
0,653954626313005
0,676131973953248
0,697712956179851
0,718678538023476
0,739010227313408
0,758690090988114
0,777700770912654
0,796025499188995
0,813648112945715
0,830553068594067
0,846725455537813
0,862151009324742
0,876816124228283
0,890707865248091
0,903813979519049
0,916122907118596
0,927623791262876
0,938306487882694
0,948161574570836
0,957180358892872
0,965354886054103
0,972677945915887
0,979143079355167
0,984744583961574
0,989477519067103
0,993337710103903
0,996321752286349
0,998427013614155
0,999651637193855
0,99999454287664
0,99945542821107
0,998034768709844
0,995733817430388
0,992554603869628
0,988499932173917
0,983573378665714
0,977779288689174
0,971122772777444
0,963609702145048
0,955246703509325
0,946041153245499
0,93600117088053
0,925135611931486
0,913454060094757
0,900966818792988
0,88768490208721
0,87362002496215
0,858784592993331
0,843191691405031
0,826855073528797
0,809789148672651
0,792008969411723
0,773530218311502
0,754369194095413
0,734542797268939
0,714068515212946
0,692964406759375
0,671249086262896
0,648941707182581
0,626061945188071
0,602629980805136
0,578666481615952
0,554192584029764
0,529229874640048
0,503800371184589
0,477926503125282
0,451631091864789
0,424937330617474
0,397868763952421
0,370449267026515
0,342703024525969
0,314654509334808
0,286328460949179
0,25774986365649
0,228943924498636
0,199936051038762
0,170751828951146
0,141416999453992
0,111957436605032
0,0823991244799487
0,0527681342537743
0,0230906012054535
-0,00660729833412839
-0,0362993700703293
-0,0659594248487752
-0,0955613017548548
-0,125078891188304
-0,154486157892531
-0,183757163918366
-0,212866091501986
-0,241787265836834
-0,270495177719442
-0,298964506049189
-0,327170140162153
-0,355087201979344
-0,382691067949801
-0,409957390769177
-0,43686212085468
-0,463381527557406
-0,489492220093371
-0,515171168174769
-0,540395722323267
-0,565143633847414
-0,589393074466546
-0,613122655563881
-0,636311447051816
-0,658938995832789
-0,680985343839427
-0,702431045638067
-0,723257185580112
-0,743445394486112
-0,762977865847844
-0,781837371534097
-0,800007276986317
-0,817471555890712
-0,834214804313857
-0,850222254289355
-0,865479786843553
-0,879973944448833
-0,89369194289349
-0,906621682557729
-0,91875175908583
-0,930071473445083
-0,940570841362602
-0,9502406021317
-0,959072226780072
-0,967057925592559
-0,974190654981876
-0,980464123701229
-0,985872798393358
-0,990411908471091
-0,99407745032513
-0,996866190855328
-0,998775670322367
-0,999804204517313
-0,999950886247124
-0,999215586134826
-0,997598952733619
-0,995102411954839
-0,99172816581027
-0,987479190469914
-0,982359233636933
-0,976372811242079
-0,969525203460534
-0,961822450054657
-0,953271345046768
-0,943879430726643
-0,933654990999029
-0,922607044077029
-0,910745334527814
-0,898080324677667
-0,884623185383948
-0,870385786182119
-0,855380684816512
-0,839621116164085
-0,823120980560928
-0,805894831541812
-0,787957863003612
-0,769325895803903
-0,750015363806565
-0,730043299386708
-0,709427318407678
-0,688185604683432
-0,666336893939953
-0,643900457289865
-0,620896084234833
-0,597344065210721
-0,573265173690914
-0,5486806478636
-0,523612171899146
-0,498081856824117
-0,472112221018795
-0,445726170355399
-0,418946977994532
-0,391798263857668
-0,364303973793779
-0,336488358458505
-0,30837595192446
-0,279991550041562
-0,251360188566471
-0,22250712108042
-0,193457796714925
-0,164237837705005
-0,134873016789729
-0,105389234480014
-0,0758124962137188
-0,0461688894181918
-0,0164845605005122
0,0132143082143072
0,0429015215767883
0,0725508947177644
0,102136276144098
0,131631570804951
0,161010763108285
0,190247939867256
0,219317313156307
0,248193243056763
0,276850260271885
0,305263088591431
0,333406667185908
0,361256172710857
0,388787041201665
0,415974989739598
0,442796037869953
0,469226528753418
0,495243150031996
0,520822954391097
0,545943379799648
0,570582269410365
0,594717891102656
0,618328956650896
0,641394640501177
0,663894598139972
0,685808984038506
0,707118469157016
0,727804257993444
0,747848105161545
0,767232331483784
0,785939839584802
0,803954128971744
0,821259310588099
0,837840120828254
0,853681935000378
0,868770780225763
0,883093347763261
0,896637004747923
0,909389805333507
0,921340501229016
0,93247855161997
0,942794132465672
0,952278145164259
0,960922224577897
0,968718746411045
0,97566083393527
0,981742364054703
0,986957972706757
0,991303059593367
0,994773792238569
0,997367109368841
0,999080723613222
0,999913123520831
0,999863574894005
0,998932121435879
0,99711958471184
0,994427563424886
0,990858432005527
0,986415338517481
0,981102201881
0,974923708416283
0,967885307710029
0,959993207808759
0,951254369743163
0,941676501388301
0,931268050665054
0,920038198088857
0,907996848672242
0,895154623188376
0,881522848803268
0,867113549084922
0,851939433398253
0,836013885695105
0,819350952709262
0,801965331566887
0,783872356823278
0,765087986937408
0,745628790196165
0,725511930100698
0,704755150227787
0,683376758579554
0,661395611435349
0,638831096720037
0,615703116903356
0,592032071445446
0,567838838803999
0,543144758018952
0,517971609890901
0,492341597769889
0,466277327971508
0,439801789837534
0,412938335458775
0,385710659077922
0,358142776190633
0,330259002363273
0,30208393178596
0,27364241557987
0,244959539877941
0,216060603698245
0,186971096629639
0,157716676349303
0,128323145992009
0,0988164313911248
0,0692225582113666
0,0395676289935086
0,00987780013129397
-0,0198207411991802
-0,0495018001371936
-0,0791391972419378
-0,10870679158344
-0,13817850379952
-0,167528339098447
-0,196730410186993
-0,225758960103691
-0,254588384937101
-0,283193256409127
-0,311548344303384
-0,339628638718884
-0,367409372129412
-0,394866041229085
-0,421974428544901
-0,44871062379716
-0,475051044988915
-0,500972459205911
-0,526452003108582
-0,551467203098094
-0,575995995138636
-0,600016744218443
-0,62350826343242
-0,646449832669538
-0,668821216888479
-0,690602683965463
-0,71177502209847
-0,73231955675253
-0,75221816713115
-0,771453302159289
-0,790007995963867
-0,807865882838079
-0,825011211676369
-0,841428859867295
-0,857104346632058
-0,872023845796911
-0,886174197988189
-0,899542922239213
-0,912118226998816
-0,923889020531781
-0,934844920702043
-0,94497626412998
-0,954274114715767
-0,962730271521241
-0,970337276003324
-0,977088418592662
-0,982977744611619
-0,98800005952646
-0,992150933529063
-0,995426705444112
-0,997824485958356
-0,999342160169048
-0,999978389449347
-0,999732612629021
-0,998605046489408
-0,996596685572214
-0,993709301302303
-0,989945440425253
-0,985308422761061
-0,979802338275982
-0,973432043475076
-0,966203157118643
-0,95812205526634
-0,949195865653337
-0,939432461403468
-0,928840454084947
-0,91742918611474
-0,905208722518325
-0,892189842052079
-0,878384027696152
-0,863803456526184
-0,848460988972815
-0,832370157478475
-0,815545154561408
-0,798000820297536
-0,779752629231125
-0,760816676725846
-0,741209664768276
-0,720948887236301
-0,700052214645501
-0,678538078386899
-0,656425454470003
-0,6337338467855
-0,610483269902327
-0,586694231414318
-0,562387713851991
-0,53758515617543
